order_id,customer_id,product_id,order_date,order_time,region,category,quantity,unit_price,discount_pct,payment_method,customer_age,rating,return_flag,shipping_city
ORD002275,CUST00354,PROD0062,10-10-2023,16:25:23,  West  ,Clothing,6,25.05,30.9,Debit Card,48.0,4.2,No,Phoenix
ORD002683,CUST00389,PROD0079,19/07/2022,12:24:17,CENTRAL,Electronics,1,575,4.2,Debit Card,61.0,3.3,Yes,Phoenix
ORD001720,,PROD0075,01/06/2022,22:24:15,South,Toys,4,-15.0,,Credit Card,55.0,5.0,No,Chicago
ORD001344,CUST00230,PROD0107,09-10-2022,13:00:57,  Central  ,Beauty,5,114.37,33.6,Cash,41.0,0,No,Miami
ORD002537,CUST00199,PROD0096,02-15-2022,15:18:44,East,Home & Garden,1,157.60,3.4,Debit Card,50.0,2.9,No,Phoenix
ORD002654,CUST00240,PROD0106,2022/03/09,10:59:43,EAST,Beauty,1,302.55,16.5,PayPal,68.0,,No,  Seattle  
ORD002096,CUST00599,PROD0003,05-05-2023,12:47:28,East,SPORTS,5,265.44,27.3,Credit Card,30.0,1.8,No,new york
ORD002174,CUST00363,PROD0188,07/02/2023,20:51:18,East,Electronics,4,492.6,1.9,Bank Transfer,20.0,3.7,No,denver
ORD001425,CUST00058,PROD0184,08-19-2023,13:14:44,South,toys,4,213.95,11.1,Debit Card,53.0,1.2,No,  New York  
ORD002236,CUST00445,PROD0002,2022/08/19,08:52:56,South,Home & Garden,10,$293.49,32.5,Credit Card,49.0,5.0,No,Dallas
ORD001051,CUST00029,PROD0121,04/06/2023,07:18:58,,toys,6,337.28 USD,24.6,Debit Card,46.0,1.6,No,Miami
ORD001180,CUST00208,PROD0064,03/04/2022,16:55:29,North,Toys,8,79,15.2,Cash,70.0,4.1,Yes,New York
ORD002642,CUST00098,PROD0048,12-26-2022,17:35:12,West,Home & Garden,6,197.23,13.2,Debit Card,31.0,4.6,Yes,Phoenix
ORD002210,CUST00188,PROD0178,2023/04/05,17:32:03,  North  ,Toys,9,85.99,35.0,Debit Card,39.0,,No,Denver
ORD002358,CUST00513,PROD0147,2022/11/26,12:24:59,central,Toys,1,105.54,17.8,PayPal,52.0,1.6,No,Phoenix
ORD002103,CUST00203,PROD0015,11-16-2022,08:30:27,Central,Home & Garden,10,210.5,19.8,,0.0,3.5,No,Seattle
ORD001827,CUST00386,PROD0146,01-04-2023,18:13:04,South,clothing,4,105.68,15.3,Debit Card,59.0,4.0,No,  Atlanta  
ORD002464,CUST00217,PROD0108,08-17-2022,20:06:08,North,Clothing,6,43.54,11.5,Debit Card,19.0,4.5,No,Los Angeles
ORD001106,CUST00153,PROD0123,2022/01/20,19:56:35,South,Spoorts,4,$251.48,25.7,Cash,30.0,2.1,No,Dallas
ORD001716,CUST00186,PROD0115,04-19-2022,14:19:47,North,BOOKS,2,115.25,0.9,Credit Card,57.0,2.9,No,chicago
ORD001518,CUST00169,PROD0189,2023/06/06,00:05:50,West,Electronnics,10,749.74,3.7,Credit Card,75.0,,Yes,new york
ORD001983,CUST00587,PROD0182,06-17-2022,12:25:34,north,Eletronics,3,1146.63,10.4,Bank Transfer,73.0,2.7,No,Miami
ORD001094,CUST00001,PROD0071,07/07/2022,11:55:59,  Central  ,CLOTHING,3,179.29,36.2,,60.0,2.4,No,DENVER
ORD001879,CUST00518,PROD0054,2022/07/21,01:01:56,West,Books,5,$161.06,32.7,Credit Card,26.0,5.0,No,New York
ORD002047,CUST00151,PROD0051,07-22-2022,06:00:21,South,,7,290.63,1.3,Cash,45.0,1.3,No,Miami
ORD001855,CUST00336,PROD0128,11/09/2022,06:24:11,south,Electronics,5,433.16,14.8,Bank Transfer,28.0,2.5,No,Chicago
ORD002544,CUST00008,PROD0134,2023/04/15,13:20:26,South,Toys,9,222.99,0.7,Credit Card,,3.4,No,Chicago
ORD001375,CUST00045,PROD0032,2022/06/12,18:30:42,North,Beauty,4,244,19.8,Debit Card,31.0,1.3,No,LOS ANGELES
ORD001830,CUST00212,PROD0027,2022/10/03,19:10:40,West,Sports,2,136.58,22.0,Bank Transfer,22.0,1.1,No,Miami
ORD002085,CUST00363,PROD0191,07-05-2023,09:26:59,South,BOOKS,3,195.11,25.9,Credit Card,22.0,4.6,No,Chicago
ORD001026,CUST00450,PROD0011,02-15-2022,20:05:38,West,Electronics,7,USD 851.32,3.7,Cash,19.0,3.9,No,Miami
ORD002646,CUST00191,PROD0159,24/02/2022,14:36:21,South,Sports,2,354,3.3,PayPal,54.0,3.6,No,  Seattle  
ORD001861,CUST00498,PROD0166,2022/02/18,04:46:18,west,Electronics,3,478.42,3.3,Credit Card,23.0,2.7,No,Houston
ORD002006,,PROD0032,2023/09/02,09:58:16,North,Home & Garden,7,281.23,15.3,Bank Transfer,18.0,2.0,No,MIAMI
ORD002246,CUST00235,PROD0133,08/12/2022,18:47:17,Central,Books,6,$184.60,7.4,Bank Transfer,0.0,1.6,No,los angeles
ORD002143,CUST00444,PROD0132,06-22-2023,10:30:11,Central,Clothing,1,61.98,22.2,PayPal,46.0,1.0,No,Phoenix
ORD002728,CUST00122,PROD0020,2023/03/03,19:59:38,west,Beauty,3,365.18,33.4,Bank Transfer,50.0,2.2,No,atlanta
ORD002510,CUST00154,PROD0175,01/05/2022,16:36:40,South,Books,2,196.33,8.9,Debit Card,21.0,2.3,No,  Los Angeles  
ORD001345,CUST00400,PROD0162,2022/12/06,10:32:07,WEST,,6,531.49 USD,33.5,Credit Card,34.0,,No,Chicago
ORD002694,CUST00474,PROD0080,05/07/2022,21:16:02,South,,3,66.36,27.7,PayPal,60.0,7,No,Denver
ORD002590,CUST00393,PROD0107,05-24-2023,08:50:39,,Toys,1,133.39,,Debit Card,62.0,1.7,No,NEW YORK
ORD001232,CUST00047,PROD0089,03-27-2022,18:06:27,East,Home & Garden,10,152.9,9.9,PayPal,,2.6,No,PHOENIX
ORD002693,CUST00132,PROD0134,10-09-2023,20:45:09,north,Clothing,4,103.79,23.2,Credit Card,46.0,3.8,Yes,New York
ORD001465,CUST00330,PROD0015,2022/06/02,18:00:36,CENTRAL,Books,2,65.96,30.5,Credit Card,32.0,4.1,No,  Phoenix  
ORD001566,CUST00408,PROD0048,08-18-2023,22:10:58,east,CLOTHING,3,32.87,19.7,Cash,74.0,4.3,No,denver
ORD002234,CUST00355,PROD0117,2022/08/23,12:41:32,Central,Electronics,4,1148.14,38.8,Cash,40.0,1.4,No,PHOENIX
ORD001695,CUST00256,PROD0200,2022/07/05,03:15:59,West,Books,2,266.78,17.0,Credit Card,28.0,3.5,Yes,DALLAS
ORD001786,CUST00392,PROD0161,25/07/2022,18:43:17,West,Clothing,1,41.45 USD,21.6,Bank Transfer,52.0,4.0,No,HOUSTON
ORD002580,CUST00153,PROD0021,2022/09/21,09:56:27,CENTRAL,SPORTS,7,96.22,19.5,Bank Transfer,53.0,1.1,Yes,PHOENIX
ORD002495,CUST00103,PROD0154,10-09-2022,11:23:04,East,beauty,6,240.02,32.4,Debit Card,73.0,1.3,No,Chicago
ORD002340,CUST00268,PROD0177,2023/08/02,09:17:33,North,Home & Garden,9,299.17,22.3,Credit Card,57.0,3.3,Yes,Los Angeles
ORD001288,CUST00546,PROD0114,15/04/2023,18:44:19,central,,9,129.96,8.1,Credit Card,,,No,Chicago
ORD001309,CUST00176,PROD0114,22/07/2022,15:42:34,East,Electronnics,5,80.10,24.2,Bank Transfer,40.0,3.0,No,SEATTLE
ORD002293,CUST00312,PROD0003,06/08/2023,22:17:21,West,TOYS,4,USD 207.78,28.7,PayPal,21.0,4.9,No,DALLAS
ORD001125,CUST00010,PROD0027,14/05/2023,10:26:53,central,beauty,9,268.05,4.3,Bank Transfer,68.0,3.5,No,HOUSTON
ORD001364,CUST00432,PROD0159,25/02/2023,22:23:08,Central,Electronics,5,USD 237.46,33.8,Bank Transfer,66.0,3.3,Yes,Denver
ORD002066,CUST00167,PROD0109,18/05/2022,06:00:42,East,Spoorts,6,244.89,23.3,Cash,38.0,,No,Houston
ORD001283,CUST00339,PROD0017,10-21-2023,18:13:25,central,home & garden,10,321.67,38.5,,54.0,1.8,No,Los Angeles
ORD002434,CUST00202,PROD0198,2023/04/25,06:09:13,east,Beauty,5,341.49,23.0,Bank Transfer,45.0,1.9,No,Miami
ORD001605,CUST00100,PROD0107,2023/07/11,06:50:36,South,Electronics,4,808.32,35.9,PayPal,48.0,1.3,No,CHICAGO
ORD001998,CUST00410,PROD0040,2023/09/18,07:00:30,north,electronics,7,929.7,26.9,Bank Transfer,,1.6,No,HOUSTON
ORD001876,CUST00097,PROD0094,2023/10/27,21:06:24,East,Clothing,7,168.11,,Bank Transfer,43.0,2.7,No,Phoenix
ORD001078,CUST00077,PROD0003,11-02-2022,08:45:09,Central,,7,308.09,26.7,Debit Card,,2.8,No,Seattle
ORD002329,CUST00597,PROD0090,02-20-2022,09:46:44,Central,Beauty,1,352.88,7.7,PayPal,41.0,3.2,No,Seattle
ORD001501,CUST00150,PROD0155,2023/11/02,15:53:34,East,Sports,7,154,19.5,PayPal,50.0,2.2,No,los angeles
ORD002462,CUST00077,PROD0003,11-15-2023,20:38:28,South,Beauty,3,242.75,10.6,Credit Card,31.0,1.2,No,houston
ORD002710,CUST00233,PROD0089,17/06/2022,08:27:37,West,Toys,5,346.84,24.0,Bank Transfer,,2.4,No,Houston
ORD001985,CUST00128,PROD0005,14/02/2022,15:38:10,North,SPORTS,10,338.50,12.1,Credit Card,47.0,2.9,No,Houston
ORD001527,CUST00194,PROD0088,09/09/2022,08:10:09,  Central  ,Clothing,10,134.68,39.6,Credit Card,48.0,4.3,No,Miami
ORD001221,CUST00296,PROD0154,26/03/2022,10:53:37,South,Home & Gardeen,7,293.92,21.0,Cash,73.0,1.8,No,Phoenix
ORD002311,CUST00286,PROD0157,18/08/2023,01:58:07,West,Toys,3,305.4,30.9,Credit Card,23.0,3.9,No,Phoenix
ORD001756,CUST00170,PROD0086,2023/06/15,07:56:33,East,Beauty,5,289.4,,PayPal,51.0,4.1,No,Miami
ORD001588,CUST00092,PROD0185,04/02/2023,07:07:39,north,Clothing,2,78.13,29.7,Debit Card,60.0,-1,Yes,Denver
ORD002133,CUST00122,PROD0045,01-26-2023,15:14:43,  Central  ,Home & Gardeen,4,80.68,17.6,Cash,54.0,3.0,No,Phoenix
ORD001499,CUST00273,PROD0049,17/10/2023,03:51:13,West,toys,3,13.45,15.5,Credit Card,29.0,2.9,No,Dallas
ORD001988,CUST00142,PROD0060,12/03/2022,19:50:38,SOUTH,Books,3,112.06,36.9,Debit Card,35.0,4.0,No,Phoenix
ORD002569,CUST00518,PROD0189,2022/05/03,19:11:35,Central,,10,79.94,16.3,Credit Card,64.0,1.3,No,Phoenix
ORD001281,CUST00282,PROD0077,23/04/2023,14:00:49,,Toys,3,245.57,32.9,Bank Transfer,43.0,2.4,No,Atlanta
ORD001494,CUST00367,PROD0110,11-13-2023,17:13:19,,Buety,10,14.12,1.7,Cash,55.0,4.7,No,Dallas
ORD001435,CUST00236,PROD0056,11-07-2023,13:59:58,,Toys,3,88.66,4.9,PayPal,46.0,1.1,No,Atlanta
ORD001797,CUST00248,PROD0175,2023/04/07,21:13:50,CENTRAL,books,3,341.62 USD,10.4,Bank Transfer,36.0,3.3,No,Houston
ORD001798,CUST00164,PROD0047,2022/04/24,10:15:43,Central,SPORTS,6,218.62,2.6,Credit Card,18.0,0,No,  Denver  
ORD001037,CUST00368,PROD0165,2023/01/13,08:42:13,SOUTH,books,2,117.59,9.7,Cash,39.0,4.9,No,Chicago
ORD001706,CUST00253,PROD0092,2023/02/21,03:36:11,West,Clothing,7,70.16,9.8,,36.0,4.5,No,Seattle
ORD002206,CUST00588,PROD0136,09/03/2023,06:18:54,east,Toys,10,$167.54,3.7,Cash,21.0,4.7,No,DENVER
ORD002739,CUST00073,PROD0118,2023/02/15,21:01:39,central,Home & Garden,4,40.27,2.3,Debit Card,55.0,2.1,No,LOS ANGELES
ORD001488,CUST00391,PROD0096,19/12/2022,01:27:47,West,Clothing,2,173.6,35.9,Credit Card,-5.0,2.7,Yes,CHICAGO
ORD002428,CUST00453,PROD0021,07-26-2023,07:44:39,North,Spoorts,7,188.52,,Cash,28.0,3.4,No,Dallas
ORD002035,CUST00583,PROD0081,01-21-2022,15:50:17,SOUTH,Sports,4,11.59,32.0,PayPal,73.0,4.6,No,Dallas
ORD001646,CUST00121,PROD0179,10/02/2022,16:41:35,West,Electronics,5,1164.9,34.0,Debit Card,50.0,3.7,Yes,Los Angeles
ORD001105,CUST00411,PROD0051,06-22-2023,08:01:04,South,Books,2,$255.82,33.9,PayPal,75.0,2.8,No,Phoenix
ORD002197,CUST00259,PROD0163,2022/01/18,19:04:27,East,Clothing,1,29.4,7.7,PayPal,58.0,,Yes,Houston
ORD001733,CUST00478,PROD0176,18/11/2022,10:48:22,South,Electronics,2,USD 544.73,20.3,,64.0,4.9,Yes,Chicago
ORD002460,CUST00516,PROD0049,12/01/2023,22:09:12,south,Home & Garden,8,90.01,24.3,Credit Card,23.0,1.2,No,Seattle
ORD001975,CUST00594,PROD0112,01-20-2022,19:00:53,east,Beauty,7,207.91 USD,38.2,PayPal,,3.4,No,New York
ORD001384,CUST00429,PROD0007,2022/05/25,07:53:27,SOUTH,ELECTRONICS,8,701.13,21.2,Debit Card,73.0,5.0,Yes,NEW YORK
ORD001161,CUST00554,PROD0163,18/05/2023,20:40:47,East,Sports,9,183.49,12.4,,52.0,2.7,No,New York
ORD002131,CUST00569,PROD0156,18/01/2023,10:12:12,,SPORTS,5,USD 264.42,4.6,Cash,43.0,3.7,No,miami
ORD002319,CUST00185,PROD0175,2022/09/22,07:32:37,South,Home & Garden,2,361.18,21.9,Debit Card,43.0,,No,MIAMI
ORD001489,CUST00089,PROD0145,12-08-2023,14:01:44,,Sports,10,187.55,15.9,PayPal,,3.9,No,Houston
ORD002010,CUST00437,PROD0062,08-12-2022,21:59:25,West,TOYS,2,101.16,24.1,,52.0,,No,  Atlanta  
ORD001477,CUST00195,PROD0104,2022/04/19,16:59:50,East,Beauty,6,76.52,29.5,Cash,27.0,4.6,No,HOUSTON
ORD002005,CUST00571,PROD0142,07-26-2022,18:39:20,central,HOME & GARDEN,2,85.54 USD,6.2,Cash,37.0,4.4,No,Houston
ORD001441,CUST00193,PROD0140,2023/11/28,20:39:16,north,Beauty,10,328.63,37.0,Debit Card,50.0,4.0,No,Seattle
ORD001631,CUST00317,PROD0119,01/12/2023,09:05:06,Central,Eletronics,10,826.01,0.8,Debit Card,61.0,4.8,Yes,Phoenix
ORD002089,CUST00311,PROD0062,24/03/2022,16:45:11,Central,Toys,8,309.3,22.4,Bank Transfer,36.0,3.9,No,Atlanta
ORD002386,CUST00124,PROD0049,14/05/2023,09:12:22,South,electronics,5,-50.00,22.3,Cash,23.0,2.3,No,Dallas
ORD001639,CUST00130,PROD0111,01-15-2022,06:11:12,South,Clothing,6,33.90 USD,29.0,Debit Card,56.0,1.7,No,  Atlanta  
ORD002602,CUST00201,PROD0111,24/09/2022,10:04:17,Central,Beauty,5,299.09,37.8,Bank Transfer,28.0,1.6,No,New York
ORD001723,CUST00421,PROD0181,15/01/2022,15:37:56,East,Electronics,10,440.25,2.1,PayPal,63.0,2.6,No,Miami
ORD002587,CUST00456,PROD0002,2022/10/17,15:18:29,East,Clothing,10,72,1.4,Bank Transfer,41.0,1.5,No,Denver
ORD001493,CUST00465,PROD0019,27/03/2022,09:31:09,East,,4,280.64,33.0,Bank Transfer,37.0,,No,Los Angeles
ORD002050,CUST00371,PROD0042,01-24-2023,02:36:30,,Electronics,6,277.8,24.7,Credit Card,61.0,4.7,Yes,Dallas
ORD001118,CUST00486,PROD0099,18/10/2022,00:18:01,west,Clohing,3,72.71,34.3,Credit Card,31.0,,No,Phoenix
ORD002565,CUST00055,PROD0021,2022/12/09,19:56:44,South,Home & Garden,1,225.82,12.2,Bank Transfer,37.0,4.1,Yes,Los Angeles
ORD002081,CUST00122,PROD0156,10/02/2023,08:05:33,East,beauty,1,USD 160.82,13.7,Cash,150.0,4.0,No,new york
ORD001883,CUST00226,PROD0190,02-27-2023,12:43:49,NORTH,Clothing,2,$157.42,24.2,PayPal,30.0,4.4,No,Los Angeles
ORD001889,CUST00434,PROD0084,03-09-2022,02:01:44,West,Electronics,10,USD 865.96,30.5,Credit Card,59.0,4.1,Yes,dallas
ORD002139,CUST00140,PROD0038,07/08/2022,09:21:38,EAST,Electronics,10,1000.9,32.7,PayPal,36.0,3.8,No,Phoenix
ORD001414,CUST00081,PROD0191,06-21-2023,14:46:41,South,Electronics,7,919.18,31.7,Debit Card,25.0,4.3,Yes,chicago
ORD002406,CUST00219,PROD0062,2022/08/21,03:47:56,West,Home & Garden,4,$50.65,21.7,Credit Card,200.0,4.0,No,Dallas
ORD001770,CUST00241,PROD0092,02-22-2022,06:07:18,  West  ,home & garden,6,310.72,39.8,Bank Transfer,19.0,3.4,No,Phoenix
ORD001804,CUST00005,PROD0152,2022/12/03,10:58:12,central,Toys,8,81.16,12.0,Debit Card,49.0,3.8,No,Houston
ORD001948,CUST00409,PROD0148,2023/05/11,02:36:20,  West  ,Beauty,4,322.67,8.0,Credit Card,58.0,1.6,No,Los Angeles
ORD002493,CUST00513,PROD0075,22/07/2023,08:57:53,South,Home & Garden,7,29.49,34.8,Bank Transfer,45.0,1.3,No,Dallas
ORD001572,CUST00276,PROD0085,22/01/2022,18:46:39,East,CLOTHING,6,162.63,6.7,Cash,25.0,3.3,No,phoenix
ORD002312,CUST00098,PROD0136,2022/09/12,11:20:34,south,Clothing,6,60.3,0.1,Bank Transfer,67.0,4.7,No,Miami
ORD002288,CUST00074,PROD0096,2022/04/07,10:16:58,SOUTH,Clothing,7,111.86,16.2,Debit Card,56.0,3.0,No,  Atlanta  
ORD001672,CUST00059,PROD0143,09/03/2023,13:47:37,SOUTH,CLOTHING,4,120.89,8.7,Debit Card,19.0,4.3,No,Chicago
ORD001399,CUST00270,PROD0152,04/10/2023,16:36:49,East,Bokks,9,59.41,26.7,Cash,57.0,4.9,No,Seattle
ORD001551,CUST00228,PROD0032,26/03/2022,22:29:46,SOUTH,Electronics,2,194.44,3.7,Cash,55.0,,No,Atlanta
ORD001320,CUST00054,PROD0065,11-24-2022,09:27:11,CENTRAL,Clothing,5,68.07,26.8,Bank Transfer,24.0,2.5,No,Chicago
ORD001469,CUST00009,PROD0055,2023/01/11,12:47:09,North,Tois,6,342.51,23.3,PayPal,38.0,1.3,No,Denver
ORD002712,CUST00298,PROD0131,20/06/2022,11:01:43,east,Clothing,3,136.34,21.8,PayPal,29.0,4.3,No,MIAMI
ORD002350,CUST00133,PROD0093,09/03/2023,20:29:16,north,Clothing,8,36.14,26.3,Debit Card,24.0,2.4,No,Seattle
ORD002090,CUST00564,PROD0171,2023/03/25,07:39:26,Central,Home & Garden,8,74.74,14.4,Bank Transfer,45.0,3.9,No,New York
ORD002114,CUST00555,PROD0142,03/12/2023,07:51:49,,Clothing,8,129.15,11.2,PayPal,34.0,2.1,Yes,  Phoenix  
ORD001079,CUST00184,PROD0069,2023/02/04,14:52:22,South,Home & Garden,4,214.51,22.6,Bank Transfer,47.0,1.3,No,CHICAGO
ORD001533,CUST00262,PROD0148,2022/11/20,02:44:08,west,Clothiing,2,97.12,10.0,Credit Card,60.0,3.6,No,SEATTLE
ORD001457,CUST00588,PROD0138,2022/03/15,06:39:02,Central,Boooks,3,285.48 USD,37.4,Cash,37.0,4.2,No,Los Angeles
ORD001290,CUST00105,PROD0100,18/12/2023,16:40:44,East,Home & Gardn,10,318.59,7.0,Credit Card,39.0,4.9,No,new york
ORD002331,CUST00516,PROD0183,11-11-2022,14:16:37,North,books,5,302.17,34.6,Debit Card,75.0,4.3,No,Denver
ORD001370,CUST00387,PROD0058,2023/03/21,20:43:18,,Home & Gardn,4,233.77,31.6,Cash,69.0,1.6,No,Atlanta
ORD001265,CUST00264,PROD0023,04/02/2022,11:16:49,,Home & Garden,9,392.12,24.6,Debit Card,21.0,4.8,No,Houston
ORD002593,CUST00077,PROD0175,13/01/2022,12:13:17,West,Beautty,8,$11.12,29.9,PayPal,74.0,1.7,Yes,los angeles
ORD001164,CUST00150,PROD0065,01-09-2023,12:57:53,north,home & garden,2,USD 312.50,28.6,Debit Card,67.0,4.3,Yes,New York
ORD002200,CUST00282,PROD0022,2022/06/04,19:59:32,EAST,Beauty,6,238,11.2,Bank Transfer,32.0,4.2,No,Dallas
ORD001473,CUST00501,PROD0030,2023/05/09,16:55:32,Central,Beuaty,8,42.49,9.7,Credit Card,,,No,Denver
ORD001875,CUST00514,PROD0155,05-05-2022,12:00:49,NORTH,CLOTHING,8,67.64,1.9,Cash,22.0,2.8,Yes,Denver
ORD001197,CUST00466,PROD0002,2022/09/14,11:27:38,EAST,Clothing,8,106.09,10.8,Debit Card,50.0,4.4,No,Phoenix
ORD001185,CUST00138,PROD0157,02-23-2023,12:44:13,Central,HOME & GARDEN,6,345.17,39.5,Bank Transfer,51.0,3.3,No,Denver
ORD002211,CUST00370,PROD0180,2022/05/26,11:17:45,Central,Books,5,318,36.4,,67.0,3.0,No,Chicago
ORD001421,CUST00547,PROD0184,12-01-2022,07:23:25,North,Sprots,1,181.02,5.0,Cash,68.0,3.5,No,Los Angeles
ORD001256,CUST00453,PROD0032,2023/09/16,16:52:08,south,CLOTHING,2,135.87,0.3,PayPal,67.0,2.8,No,Seattle
ORD001135,CUST00049,PROD0052,2022/07/13,06:47:16,  North  ,Electronics,6,546.55,9.0,Credit Card,71.0,4.1,No,ATLANTA
ORD002277,CUST00599,PROD0113,20/10/2022,16:17:02,central,Clothing,1,23.70,13.7,Bank Transfer,23.0,N/A,No,  Denver  
ORD002232,CUST00307,PROD0107,09/12/2022,17:44:02,North,Electrnics,1,238.75,31.3,Bank Transfer,47.0,1.7,No,los angeles
ORD002727,CUST00579,PROD0157,11-07-2022,07:55:01,central,Beauty,3,82.25,9.0,Debit Card,47.0,3.7,Yes,New York
ORD002455,CUST00338,PROD0195,09/03/2023,22:30:43,SOUTH,BEAUTY,2,192.56,8.3,Bank Transfer,25.0,2.4,No,New York
ORD001866,CUST00141,PROD0059,2022/06/04,20:01:13,East,beauty,5,346.97,22.2,Credit Card,46.0,3.1,No,Seattle
ORD002605,CUST00489,PROD0018,2022/03/08,19:55:56,East,home & garden,4,15000.00,11.9,Credit Card,70.0,3.4,No,Seattle
ORD002628,CUST00199,PROD0066,09-07-2022,06:33:07,north,Electronics,7,916.08,24.2,Cash,26.0,3.1,Yes,Los Angeles
ORD002037,CUST00489,PROD0054,2022/09/10,21:53:44,SOUTH,Clothing,4,$179.34,,Credit Card,69.0,2.8,No,houston
ORD001725,CUST00565,PROD0084,11/12/2023,11:50:40,North,BOOKS,2,51.80,15.9,Credit Card,75.0,1.1,No,chicago
ORD001049,CUST00158,PROD0094,03-06-2023,20:02:26,north,Toys,10,334.22 USD,30.1,Debit Card,36.0,2.0,No,Atlanta
ORD001526,CUST00296,PROD0001,05-18-2023,09:54:59,East,Toys,2,$279.71,37.8,Debit Card,66.0,1.3,No,  Chicago  
ORD001452,CUST00191,PROD0068,2023/09/19,17:51:51,WEST,Clothing,10,80.94,12.8,PayPal,33.0,2.5,No,Los Angeles
ORD002296,CUST00578,PROD0076,27/11/2023,14:37:49,South,Clothng,3,18.91,34.3,Bank Transfer,65.0,4.4,No,New York
ORD001682,CUST00185,PROD0005,02-20-2023,08:12:11,south,Beauty,7,64.95,10.1,Debit Card,57.0,1.3,Yes,Seattle
ORD001462,CUST00405,PROD0030,23/01/2022,08:40:07,North,Clothing,3,141.58,13.1,Debit Card,52.0,4.2,No,Houston
ORD001935,CUST00268,PROD0005,08-10-2022,14:18:06,North,Beauty,3,$9999.99,9.0,Bank Transfer,64.0,4.0,No,Houston
ORD002661,CUST00148,PROD0146,2023/08/27,10:44:23,north,Home & Garden,1,326.19,8.4,Debit Card,26.0,1.9,No,Seattle
ORD001647,CUST00585,PROD0118,2023/11/13,10:46:18,South,Eletronics,4,375.31,14.6,Debit Card,21.0,1.7,Yes,  Phoenix  
ORD002503,CUST00252,PROD0194,2022/07/21,16:41:41,north,Beauty,1,84.35,23.3,Bank Transfer,61.0,1.7,No,Atlanta
ORD002057,CUST00338,PROD0157,2022/09/09,14:00:07,EAST,Sports,5,354.56,39.3,Debit Card,62.0,1.5,No,Atlanta
ORD001859,CUST00240,PROD0097,02-13-2023,08:18:21,East,Books,8,263.85 USD,0.5,Bank Transfer,46.0,3.9,No,  New York  
ORD001247,CUST00583,PROD0098,03-07-2023,08:35:38,south,SPORTS,5,346.68,34.6,Credit Card,67.0,2.0,No,MIAMI
ORD001990,CUST00085,PROD0120,2023/06/08,01:47:19,West,Beauty,1,346,28.8,Credit Card,20.0,1.9,No,Houston
ORD002701,CUST00148,PROD0012,08/01/2022,16:00:38,  East  ,Beauty,6,37.42,14.6,PayPal,61.0,1.1,No,houston
ORD002407,CUST00285,PROD0168,11-10-2022,13:23:41,North,Sports,8,200.5,19.1,PayPal,56.0,2.9,No,miami
ORD002613,CUST00037,PROD0188,07/08/2023,20:09:20,,Clothing,2,$97.38,29.9,Credit Card,64.0,,Yes,New York
ORD001216,CUST00514,PROD0095,09-27-2022,15:28:39,CENTRAL,BEAUTY,9,57.86,2.6,Bank Transfer,74.0,4.8,No,new york
ORD001308,,PROD0054,18/07/2023,09:48:48,  North  ,Books,9,328.81,27.8,Bank Transfer,56.0,4.6,No,Dallas
ORD001543,CUST00185,PROD0142,2023/09/08,08:15:34,North,beauty,4,321.59,13.3,Bank Transfer,34.0,3.1,No,Los Angeles
ORD002346,CUST00378,PROD0145,21/05/2023,22:33:22,west,Books,5,328.08,17.3,Cash,18.0,3.0,No,Los Angeles
ORD001438,CUST00113,PROD0007,01/03/2023,16:01:50,West,home & garden,5,204.05,5.8,PayPal,73.0,4.6,No,Seattle
ORD001860,CUST00483,PROD0166,11-25-2022,08:52:44,west,Home & Garden,3,USD 173.06,31.9,Bank Transfer,22.0,3.2,No,chicago
ORD001950,CUST00009,PROD0102,2023/01/19,07:53:07,south,toys,6,382.61,13.1,Debit Card,65.0,4.3,No,Seattle
ORD001326,CUST00387,PROD0022,01/07/2023,10:15:49,South,Toys,1,52.91,38.7,Credit Card,68.0,4.8,Yes,HOUSTON
ORD001226,CUST00481,PROD0053,09/02/2023,09:58:38,North,home & garden,5,26.88,3.6,Credit Card,19.0,1.8,No,atlanta
ORD002572,CUST00413,PROD0109,04-09-2022,14:58:29,  North  ,Home & Garden,2,12.74,16.0,PayPal,37.0,1.7,No,dallas
ORD001553,CUST00426,PROD0020,20/01/2022,10:56:03,central,Books,7,275.25,25.6,PayPal,,1.3,No,Houston
ORD001061,CUST00394,PROD0128,10-14-2023,12:48:10,West,Electronics,3,$358.06,0.9,PayPal,49.0,2.9,No,Chicago
ORD002393,CUST00363,PROD0108,28/03/2022,07:34:13,South,Beauty,9,$382.85,26.9,PayPal,69.0,4.1,No,CHICAGO
ORD002664,CUST00262,PROD0014,03-09-2022,18:24:27,South,Books,4,129,18.3,Debit Card,65.0,3.2,No,  Phoenix  
ORD002307,CUST00373,PROD0185,02-23-2022,11:22:28,NORTH,Home & Garden,6,300.59,20.7,PayPal,70.0,4.2,No,Los Angeles
ORD001155,CUST00208,PROD0127,04-27-2023,00:43:42,West,Books,3,251.25,33.9,Credit Card,20.0,4.1,No,New York
ORD002463,CUST00326,PROD0026,13/09/2022,18:03:11,north,Beauty,8,368.0,16.9,Debit Card,19.0,3.7,No,New York
ORD002196,CUST00108,PROD0086,18/01/2022,19:46:49,CENTRAL,CLOTHING,3,98,1.1,Credit Card,71.0,3.3,No,PHOENIX
